Phone Number,Group,Overall Status,T-Mobile,AT&T,3rd Party,Last Checked
"4243302418","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:34 PM"
"7542256115","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:32 PM"
"8187512295","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:54 PM"
"6266136682","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:43:59 PM"
"3862848298","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:18 PM"
"7722756126","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:44 PM"
"5627254501","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:43:59 PM"
"7542256116","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:32 PM"
"4424553046","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:49 PM"
"5619568105","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:07 PM"
"5612867638","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:49 PM"
"6267477084","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:10 PM"
"5619568067","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:38:57 PM"
"9254453830","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:58 PM"
"9092812766","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:15 PM"
"6692093860","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:11 PM"
"7542912643","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:23 PM"
"3615993421","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:20 PM"
"6503054026","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:12 PM"
"6508871844","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:12 PM"
"8135949061","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:07 PM"
"6508872338","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:23 PM"
"5626146617","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:43:59 PM"
"9254453248","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:58 PM"
"7146945133","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:44:23 PM"
"4155068918","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:17 PM"
"4428673849","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:49 PM"
"7868861984","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:44 PM"
"7372385501","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:21 PM"
"4155067955","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:17 PM"
"8202800326","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:04 PM"
"4083376755","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:02 PM"
"6266135649","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:43:59 PM"
"4078632275","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:34 PM"
"4302722557","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:34 PM"
"5627325921","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:00 PM"
"6508871868","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:12 PM"
"8326452511","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:04 PM"
"8135949054","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:07 PM"
"7862540734","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:35 PM"
"5304664998","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:49 PM"
"7473775041","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:32 PM"
"6822384860","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:21 PM"
"7149872314","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:21 PM"
"8138157205","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:55 PM"
"8065931951","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:54 PM"
"4155068932","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:17 PM"
"7722022959","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:44 PM"
"6562504184","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:38:56 PM"
"3213515339","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:07 PM"
"9492040733","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:31 PM"
"7546633279","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:32 PM"
"9413376074","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:40 PM"
"3109554384","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:07 PM"
"6269972201","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:43:59 PM"
"8189348830","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:05 PM"
"7473775044","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:32 PM"
"8188581848","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:44:35 PM"
"9049066255","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:15 PM"
"8583131477","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:04 PM"
"5614623582","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:00 PM"
"7546639029","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:32 PM"
"3863404280","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:20 PM"
"4083376678","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:03 PM"
"6562504206","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:38:56 PM"
"3052395465","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:39:55 PM"
"4323561685","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:34 PM"
"8056199318","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:44:35 PM"
"8059943114","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:44:35 PM"
"4084095843","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:34 PM"
"5619568186","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:38:56 PM"
"7547029031","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:44 PM"
"4093059397","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:34 PM"
"7547024060","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:31 PM"
"3109554396","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:06 PM"
"7148685806","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:22 PM"
"2137828186","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:41 PM"
"9259664367","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:15 PM"
"5627325651","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:00 PM"
"5105927067","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:43 PM"
"7274281799","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:21 PM"
"7546636571","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:32 PM"
"7145091004","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:21 PM"
"8634912800","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:05 PM"
"6267477584","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:11 PM"
"8135949074","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:07 PM"
"7869578292","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:30 PM"
"7869578259","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:18 PM"
"5104089573","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:33 PM"
"7722756768","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:44 PM"
"4083376309","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:02 PM"
"3052395516","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:39:54 PM"
"8136088164","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:54 PM"
"3052395432","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:39:54 PM"
"8065931310","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:44 PM"
"4086590268","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:17 PM"
"5626147908","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:43:59 PM"
"2137823515","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:41 PM"
"9546175680","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:30 PM"
"9253842525","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:47 PM"
"6576780109","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:11 PM"
"4156121546","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:33 PM"
"8052703950","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:44:35 PM"
"3865888897","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:20 PM"
"5619568092","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:38:57 PM"
"8189348430","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:04 PM"
"7546636177","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:32 PM"
"9096987505","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:44:48 PM"
"3105796938","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:52 PM"
"3109554369","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:07 PM"
"9403481865","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:15 PM"
"4696631142","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:49 PM"
"7869578637","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:18 PM"
"4074904643","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:34 PM"
"8056199267","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:44:35 PM"
"9547758160","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:31 PM"
"9545399686","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:31 PM"
"7547024005","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:32 PM"
"5619568214","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:18 PM"
"5304470996","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:50 PM"
"2792405612","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:55 PM"
"9254452485","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:48 PM"
"7372385502","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:22 PM"
"6508871694","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:12 PM"
"5305314732","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:50 PM"
"5613495966","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:50 PM"
"8502994085","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:04 PM"
"8186381907","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:44:35 PM"
"9254345900","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:48 PM"
"7274281800","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:21 PM"
"9418553935","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:15 PM"
"5102839088","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:33 PM"
"7869578166","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:18 PM"
"9419995917","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:57 PM"
"9518007470","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:45:09 PM"
"5104089861","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:50 PM"
"6562504190","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:38:46 PM"
"5612571312","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:50 PM"
"7542912642","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:23 PM"
"7542912645","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:23 PM"
"5619284371","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:59 PM"
"9254452410","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:48 PM"
"3523864041","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:40 PM"
"9257554488","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:58 PM"
"9253387835","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:47 PM"
"4247388220","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:34 PM"
"4083376602","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:02 PM"
"7542256108","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:32 PM"
"7864383849","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:44 PM"
"3863404741","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:20 PM"
"2137828702","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:41 PM"
"7542039586","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:32 PM"
"9413376083","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:18 PM"
"4155067811","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:17 PM"
"7547648422","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:18 PM"
"3862848318","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:38:57 PM"
"9516055619","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:44:57 PM"
"8135780194","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:54 PM"
"9259055326","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:58 PM"
"5599494171","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:50 PM"
"9546175773","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:30 PM"
"8186381860","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:44:35 PM"
"7547648270","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:38:57 PM"
"9545399829","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:31 PM"
"3862848187","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:18 PM"
"3237053557","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:07 PM"
"3235937641","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:52 PM"
"8304618680","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:04 PM"
"4156690461","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:33 PM"
"6615191055","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:44:23 PM"
"5104089611","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:33 PM"
"3052304617","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:55 PM"
"4424553293","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:50 PM"
"2144951193","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:39:40 PM"
"8056683668","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:44 PM"
"7542411694","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:32 PM"
"6504053422","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:12 PM"
"5104801104","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:43 PM"
"9254453833","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:58 PM"
"3232850581","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:07 PM"
"3109339240","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:07 PM"
"5619568240","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:30 PM"
"3863404050","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:20 PM"
"8312198440","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:04 PM"
"2544524936","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:39:40 PM"
"3232852516","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:07 PM"
"9413376208","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:38:57 PM"
"4155069948","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:33 PM"
"4083376376","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:03 PM"
"8509887166","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:05 PM"
"3105548043","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:55 PM"
"7869578633","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:18 PM"
"7547648304","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:18 PM"
"9418553560","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:15 PM"
"6692053318","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:10 PM"
"3235937410","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:51 PM"
"7547648335","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:40 PM"
"9517062574","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:45:09 PM"
"7869373276","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:44 PM"
"6503054079","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:12 PM"
"4302722424","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:34 PM"
"4424552438","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:50 PM"
"4424552513","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:49 PM"
"8135788913","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:54 PM"
"4086590158","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:17 PM"
"7868862876","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:44 PM"
"3235937519","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:51 PM"
"3234107303","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:07 PM"
"8135678084","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:54 PM"
"5627428903","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:43:59 PM"
"9418558078","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:31 PM"
"9092544106","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:15 PM"
"3235937274","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:51 PM"
"6267763083","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:44:00 PM"
"6266493669","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:11 PM"
"9515565887","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:31 PM"
"9418558022","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:31 PM"
"9543807458","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:45:09 PM"
"3105548257","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:54 PM"
"6696675115","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:21 PM"
"7145091559","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:21 PM"
"4086590203","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:17 PM"
"6506610428","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:12 PM"
"9518006523","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:45:08 PM"
"8188619073","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:42:04 PM"
"6615190960","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:44:23 PM"
"8307544947","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:05 PM"
"7077069269","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:21 PM"
"8135949121","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:07 PM"
"7473775063","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:32 PM"
"2137828341","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:42:41 PM"
"6507821204","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:12 PM"
"6562504244","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:39:07 PM"
"7868862934","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:44 PM"
"6267762821","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:10 PM"
"5105924901","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:43 PM"
"9419995056","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:58 PM"
"7547029555","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:44 PM"
"9543807565","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:45:09 PM"
"5105927021","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:43:43 PM"
"6562504227","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:38:57 PM"
"7149884370","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:41:21 PM"
"5614638335","Yosi Nuri","Spam","false","true","false","10/3/2025, 4:40:59 PM"
"9259055781","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:44:58 PM"
"7864381619","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:44 PM"
"7145090633","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:41:22 PM"
"3234128415","Yosi Nuri","Clean","false","false","false","10/3/2025, 4:40:07 PM"
